Inkname                  ,C,M,Y,K,R,G,B,InGamut,DeltaE,Lin,ain,bin,Lout,aout,bout
694,35,71,42,0,0,0,0,1,0.206,66.17,28.76,4.38,65.95,28.61,4.48
695,46,83,52,0,0,0,0,1,0.103,57.12,35.29,3.57,57.16,35.37,3.73
696,62,92,73,0,0,0,0,1,0.532,47.12,35.75,7.57,47.01,35.99,6.76
697,70,95,82,0,0,0,0,1,0.398,41.42,34.38,9.97,41.57,34.83,10.59
698,0,25,9,0,0,0,0,1,0.43,92.19,10.85,2.14,91.85,11.21,1.89
699,0,38,9,0,0,0,0,1,0.175,87.42,18.93,0.6,87.47,19.09,0.81
700,0,55,20,0,0,0,0,1,0.171,81.02,28.17,4.85,81.15,27.86,4.76
701,3,72,30,0,0,0,0,1,0.236,72.05,42.2,7.26,72.08,41.85,6.87
702,19,87,54,0,0,0,0,1,0.625,60.89,51.88,14.11,60.39,52.41,13.42
703,41,96,77,0,0,0,0,1,0.149,49.27,52.37,18.89,49.41,52.56,18.94
704,54,100,91,15,0,0,0,1,0.279,40.27,48.07,24,40.57,47.81,23.84
705,0,23,3,0,0,0,0,1,0.305,93.04,10.79,-0.83,92.93,11.08,-1.07
706,0,33,6,0,0,0,0,1,0.077,89.3,16.49,-0.62,89.35,16.43,-0.54
707,0,53,14,0,0,0,0,1,0.083,82.07,27.49,2.14,82.06,27.58,2.03
708,5,68,38,0,0,0,0,1,0.553,73.69,36.31,10.94,73.58,35.33,11.39
709,2,85,52,0,0,0,0,1,0.088,65.19,54.84,17.42,65.1,54.96,17.37
710,2,95,74,5,0,0,0,0,1.253,58.09,65.49,29.82,56.75,64.64,29.17
711,21,99,91,0,0,0,0,1,0.09,50.85,64.94,38.71,50.86,64.7,38.74
712,0,38,56,0,0,0,0,1,0.256,86.73,14.13,30.83,86.43,13.92,30.47
713,0,44,63,0,0,0,0,1,0.065,83.78,17.78,36.38,83.73,17.83,36.32
714,0,58,78,0,0,0,0,1,0.182,78.66,25.55,47.39,78.6,25.18,47.09
715,0,71,96,0,0,0,0,1,0.104,71.8,36.8,62.34,71.93,36.69,62.26
716,0,76,100,0,0,0,0,0,1.209,68.21,42.44,67.19,69.33,42.15,64.65
717,0,81,100,2,0,0,0,0,1.555,64.44,48.05,63.65,66.21,46.48,61.74
718,0,87,100,24,0,0,0,0,1.024,56.09,49.32,55.15,56.97,49.13,53.57
719,0,33,50,0,0,0,0,1,0.732,88.38,11.86,26.03,88.78,11.14,26.44
720,2,43,60,0,0,0,0,1,0.22,83.65,16.04,32.33,83.7,15.84,32.56
721,10,55,73,0,0,0,0,1,0.347,77.16,20.29,37.67,77.48,20.66,38.34
722,34,73,89,0,0,0,0,1,0.402,63.8,25.52,41.55,63.75,26.23,41.66
723,46,82,100,0,0,0,0,1,0.462,55.76,29.58,45.63,56.13,29.01,45.53
724,0,76,100,68,0,0,0,0,1.58,44.36,27.5,40.51,45.87,27.27,38.94
725,0,76,100,78,0,0,0,0,1.334,38.16,22.93,33.95,39.49,23.19,32.85
726,9,34,51,0,0,0,0,1,0.556,85.82,9.98,23.36,86.21,9.43,23.45
727,16,42,58,0,0,0,0,1,0.121,81.49,11.83,26.9,81.39,11.96,27.04
728,28,54,68,0,0,0,0,1,0.482,74.04,13.97,28.56,74.31,13.81,29.3
729,48,70,82,0,0,0,0,1,0.348,62.62,16.54,30.04,62.98,16.28,30.01
730,62,81,96,0,0,0,0,1,0.13,52.23,19.33,34.11,52.25,19.55,34.37
731,6,70,100,81,0,0,0,0,1.143,37.19,17.81,32.2,38.41,18.03,31.44
732,18,78,100,84,0,0,0,0,1.573,31.45,18.15,26.67,33.15,18.27,25.31
801,98,4,5,0,0,0,0,1,0.125,61.07,-39.97,-46.02,60.95,-39.91,-45.8
802,75,0,100,0,0,0,0,0,0.804,69.96,-41.36,54.86,70.96,-40.7,54.25
803,0,5,100,0,0,0,0,0,0.521,93.98,-4.24,93.04,93.35,-4.1,91.24
804,0,67,96,0,0,0,0,1,0.73,73.78,32.9,64.47,73.87,31.99,65.33
805,1,94,77,0,0,0,0,1,0.155,59.13,64.59,33.17,59.12,64.23,32.77
806,1,92,8,0,0,0,0,1,0.103,61.71,66.06,-2.75,61.81,65.9,-2.82
807,42,98,11,0,0,0,0,1,0.132,48.31,62.38,-13.27,48.32,62.28,-13.56
808,94,7,78,0,0,0,0,1,0.397,59.71,-54.44,5.09,59.78,-53.71,5.65
809,14,0,100,2,0,0,0,0,0.658,89.92,-11.73,86.13,90.85,-11.14,86.13
810,0,45,98,0,0,0,0,1,0.382,82.12,16.25,76.25,82.28,15.75,76.76
811,0,92,100,0,0,0,0,0,1.386,58.87,62.76,58.7,60.34,61.39,57.02
812,2,100,62,0,0,0,0,1,0.202,54.97,74.03,23.05,54.93,74.1,23.51
813,35,99,11,0,0,0,0,1,0.258,49.21,66.56,-9.81,49.46,66.5,-9.95
814,89,90,10,0,0,0,0,1,0.429,38.33,22.65,-38.58,38.51,22.07,-38.43
871,73,74,86,0,0,0,0,1,0.601,52.9,3.52,20.75,52.99,4.03,20.44
872,72,73,86,0,0,0,0,1,0.338,53.5,4.93,21.16,53.69,4.64,21.01
873,71,78,85,0,0,0,0,1,0.406,51.58,10.83,19.2,51.46,11.25,19.16
874,72,78,85,0,0,0,0,1,0.561,51.49,9.67,18.41,51.49,10.18,18.16
875,75,82,82,0,0,0,0,1,0.675,48.22,12.73,12.71,48.7,12.97,13.46
876,72,84,86,0,0,0,0,1,0.398,48.27,16.92,16.73,48.43,17.48,16.88
877,69,55,50,0,0,0,0,1,0.447,62.87,-2.07,-2.91,63.01,-2.41,-2.95
1205,0,14,69,0,0,0,0,1,0.411,93.3,0.71,47.94,93.06,0.18,48.27
1215,0,20,78,0,0,0,0,1,0.319,91.1,3.19,54.99,90.87,2.76,54.81
1225,0,35,91,0,0,0,0,0,0.484,85.7,10.99,70,85.44,10.26,70.04
1235,0,50,100,0,0,0,0,0,0.484,80.86,19.81,77.31,80.56,18.95,76.15
1245,10,52,100,26,0,0,0,1,0.295,69.13,15.04,63.05,69.47,15.19,62.85
1255,28,53,100,35,0,0,0,1,0.252,62.47,9.27,54.09,62.7,9.46,53.9
1265,58,70,100,30,0,0,0,1,0.331,50.74,8.75,39.07,51.04,8.8,38.77
1345,0,28,71,0,0,0,0,0,0.493,88.22,9.25,46.49,88.14,8.53,45.74
1355,0,39,78,0,0,0,0,0,0.535,85.69,13.05,51.48,84.95,13.23,51.02
1365,1,57,93,0,0,0,0,1,0.483,78.46,24.25,65.93,77.84,23.93,65.14
1375,0,67,100,0,0,0,0,0,1.317,72.98,34.37,72.59,74.1,31.86,70.03
1385,0,78,100,5,0,0,0,0,0.893,66.37,42.25,64.88,66.91,42.45,63
1395,0,71,100,65,0,0,0,0,1.942,48.32,23.07,45.16,49.86,23.69,42.97
1405,30,67,100,81,0,0,0,1,0.179,36.63,11.09,28.35,36.82,11.07,28.2
1485,0,61,86,0,0,0,0,1,0.517,76.96,27.92,54.86,76.65,28.51,54.41
1495,0,71,97,0,0,0,0,1,0.214,71.6,37.28,63.7,71.87,37.1,63.52
1505,0,80,100,1,0,0,0,0,1.667,64.98,47.68,64.49,66.94,46.2,62.87
1525,0,85,100,27,0,0,0,0,1.339,55.34,46.89,54.41,56.63,47,53.12
1535,0,81,100,66,0,0,0,0,2.401,42.98,32.38,40.27,45.33,32.41,38.27
1545,5,72,100,87,0,0,0,0,0.495,31.69,14.61,24.94,32.25,14.73,24.64
1555,0,51,61,0,0,0,0,1,0.233,81.41,22.53,32.86,81.43,22.49,33.28
1565,0,70,78,0,0,0,0,1,0.069,73.65,35.24,42.57,73.62,35.32,42.51
1575,0,82,99,1,0,0,0,1,0.426,65.73,48.98,58.32,65.82,48.73,59.13
1585,0,84,100,0,0,0,0,0,1.989,64.2,52.32,63.13,64.96,51.17,57.57
1595,0,87,100,9,0,0,0,0,1.231,60.57,52.73,60.3,61.56,51.31,57.29
1605,37,87,100,30,0,0,0,1,0.371,48.15,34.93,40.34,48.43,35.23,40.09
1615,12,82,100,70,0,0,0,1,0.192,41.15,27.86,33.23,41.36,27.94,33.24
1625,1,65,61,0,0,0,0,1,0.228,75.9,32.59,29.08,75.73,32.64,28.77
1635,1,81,77,0,0,0,0,1,0.127,67.47,47.44,37.11,67.58,47.29,37.17
1645,0,88,100,5,0,0,0,0,1.384,62.64,55.45,60.01,61.63,53.79,56.38
1655,0,90,100,0,0,0,0,0,1.845,60.39,59.98,60.9,61.51,58.9,56.37
1665,0,92,100,0,0,0,0,0,1.33,59.08,62.54,59.42,60.34,61.39,57.02
1675,3,89,100,47,0,0,0,1,0.408,47.32,44.01,42.4,47.61,44.56,42.3
1685,14,93,100,70,0,0,0,1,0.313,36.82,36.08,29.03,37.14,36.05,28.74
1765,1,62,27,0,0,0,0,1,0.221,77.79,33.17,8.13,77.5,33.32,8.06
1767,0,57,21,0,0,0,0,1,0.078,80.18,29.53,5.16,80.19,29.6,5.28
1775,2,73,39,0,0,0,0,1,0.305,71.62,42.63,11.8,71.31,43.06,12.1
1777,3,87,54,0,0,0,0,1,0.13,64,56.43,18.34,64.04,55.99,18.22
1785,2,94,74,1,0,0,0,0,0.536,59.28,63.74,29.47,59.17,63.32,28.26
1787,4,97,83,0,0,0,0,0,0.34,56.61,68.33,37.03,56.43,67.68,37.3
1788,2,99,92,0,0,0,0,1,0.118,55.05,71.2,46.22,55.13,70.95,46.24
1795,0,100,90,9,0,0,0,0,0.616,52.7,70.63,43.32,53.31,70.15,43.32
1797,18,99,86,0,0,0,0,1,0.189,51.8,66.26,35.26,51.74,66.43,34.95
1805,20,100,89,30,0,0,0,1,0.396,44.43,57.62,32.05,44.85,57.54,32.08
1807,58,98,87,0,0,0,0,1,0.139,42.84,47.92,20.37,42.78,47.55,20.35
1815,22,100,89,71,0,0,0,1,0.329,32.67,39.2,19.49,33.07,38.98,19.46
1817,88,100,99,0,0,0,0,1,0.128,30.77,22.52,8.99,30.87,22.33,8.93
1895,0,48,5,0,0,0,0,1,0.161,83.91,25.56,-2.39,83.75,25.77,-2.5
1905,1,62,8,0,0,0,0,1,0.12,77.85,35.54,-2.88,77.7,35.49,-2.78
1915,1,89,32,1,0,0,0,1,0.123,62.4,61.7,7.82,62.33,61.35,7.92
1925,0,100,71,0,0,0,0,0,2.251,53.4,76.63,27.81,55.67,74.33,27.84
1935,2,100,71,12,0,0,0,0,2.299,50.02,71.65,27.02,52.25,69.78,27.33
1945,0,100,65,50,0,0,0,0,1.83,40.81,58.95,18.3,42.79,57.48,17.95
1955,0,100,57,69,0,0,0,0,1.899,34.63,50.24,12.42,36.89,49.34,12.42
2001,0,5,61,0,0,0,0,1,0.075,95.08,-2.55,41.05,94.99,-2.48,40.97
2002,0,6,76,0,0,0,0,1,0.205,94.06,-2.31,54.19,93.74,-2.41,54.12
2003,0,5,83,0,0,0,0,1,0.319,94.04,-3.83,64.7,93.82,-3.5,63.79
2004,0,16,77,0,0,0,0,0,0.523,93.04,0.65,54.77,92.24,0.39,55.07
2005,0,21,74,0,0,0,0,0,1.052,92.04,4.52,50.77,90.77,3.49,50.48
2006,10,37,90,0,0,0,0,1,0.233,82.66,7.96,63.42,82.83,7.71,63.77
2007,6,49,100,12,0,0,0,1,0.3,75.47,14.36,71.56,75.86,14.48,71.36
2008,4,40,78,0,0,0,0,1,0.192,84.27,11.18,49.64,84.46,11.24,49.26
2009,3,45,82,1,0,0,0,1,0.286,81.85,15.19,53.5,81.97,14.8,53.6
2010,0,43,100,0,0,0,0,0,6.21,82.41,26.19,103.91,83.08,14.27,79.26
2011,3,63,96,0,0,0,0,1,0.191,74.87,27.57,66.63,74.61,27.5,66.6
2012,0,64,100,0,0,0,0,0,3.014,73.87,29.56,81.38,75.34,29.42,71.47
2013,0,58,100,0,0,0,0,0,5.745,78.04,37.48,99.34,77.44,25.37,73.38
2014,0,61,100,34,0,0,0,0,7.064,57.49,24.74,70.32,64.96,23.85,60.33
2015,0,27,51,0,0,0,0,0,0.527,89.92,9.58,27.42,89.38,9.84,26.86
2016,0,53,80,0,0,0,0,0,3.624,85.12,24.13,50.22,80.4,21.29,50.11
2017,0,54,78,0,0,0,0,1,0.555,80.88,22.6,47.8,80.14,22.25,47.82
2018,0,75,100,0,0,0,0,0,6.231,71.41,54.27,92.23,69.76,41.25,64.88
2019,0,75,100,9,0,0,0,0,5.948,61.19,39.69,72.57,67.55,38.62,63.65
2020,0,80,100,24,0,0,0,0,8.379,52.4,40.96,65.25,60.74,41.14,56.83
2021,0,80,100,56,0,0,0,0,5.606,44.27,34.09,48.38,49.52,34.14,43.27
2022,0,57,60,0,0,0,0,0,1.443,81.02,28,30.66,79.08,27.07,30.61
2023,0,70,75,0,0,0,0,0,1.883,75.48,38.2,39.65,73.02,36.91,39.02
2024,0,80,85,0,0,0,0,0,1.867,70.21,47.76,47.26,67.98,46.59,47.62
2025,0,76,100,0,0,0,0,0,4.976,75.51,45.95,66.42,69.11,42.6,64.53
2026,0,89,98,0,0,0,0,0,1.811,64.87,57.31,56.26,62.73,56.49,55.34
2027,0,92,92,0,0,0,0,0,0.672,61.28,62.32,48.89,60.63,61.68,49.22
2028,0,93,100,0,0,0,0,0,5.102,56.6,70.98,72.37,59.81,62.52,56.96
2029,0,76,60,0,0,0,0,0,0.614,70.98,44.91,25.35,70.24,44.49,25.51
2030,16,78,65,0,0,0,0,1,0.508,65.97,40.46,23.78,66.1,40.03,24.44
2031,18,84,73,2,0,0,0,1,0.358,61.34,45.19,26.31,61.32,45.14,25.64
2032,25,89,80,0,0,0,0,1,0.666,57.31,49.29,29.46,57.65,48.76,30.31
2033,32,95,89,0,0,0,0,1,0.219,51.81,53.54,33.51,51.92,53.45,33.1
2034,1,97,90,0,0,0,0,1,0.232,56.87,68.37,44.8,56.78,68.75,44.54
2035,0,100,100,1,0,0,0,0,5.733,49.21,74.7,55.06,54.99,72.17,53.92
2036,0,43,5,0,0,0,0,0,0.642,86.64,23.35,-1.88,85.72,22.98,-2.05
2037,0,67,0,0,0,0,0,0,0.946,76.7,41.24,-7.61,75.66,41.07,-6.48
2038,1,87,8,0,0,0,0,1,0.542,65.26,61.55,-3.75,64.62,61.4,-3.98
2039,5,96,17,0,0,0,0,1,0.234,57.63,71.54,1.4,57.38,71.28,1.52
2040,0,100,57,6,0,0,0,0,2.761,51.41,75.26,20.24,54.2,73.4,19.96
2041,9,100,54,54,0,0,0,1,0.35,39.82,54.24,10.92,40.21,54.18,10.85
2042,50,100,70,71,0,0,0,1,0.172,29.93,34.38,6.57,29.89,34.12,6.33
2043,9,36,12,0,0,0,0,1,0.21,86.62,14.28,0.09,86.49,14.22,0.36
2044,9,67,13,0,0,0,0,1,0.11,74.25,36.18,-2.38,74.12,36.21,-2.47
2045,18,80,21,0,0,0,0,1,0.22,65.87,46.05,-1.91,65.87,45.56,-2.19
2046,27,89,33,0,0,0,0,1,0.395,57.81,52.66,-0.41,57.59,52.95,0.26
2047,60,94,55,0,0,0,0,1,0.196,46.6,43.58,-1.35,46.67,44.01,-1.15
2048,65,96,63,7,0,0,0,1,0.315,41.47,42.79,0.4,41.6,43.3,0.84
2049,73,100,76,10,0,0,0,1,0.355,35.29,40.42,3.93,35.71,40.34,3.86
2050,4,23,4,0,0,0,0,1,0.551,92.14,9,-2.08,91.83,9.57,-2.09
2051,20,36,14,0,0,0,0,1,0.262,84.52,10.86,-1.8,84.24,10.66,-1.85
2052,35,57,22,0,0,0,0,1,0.174,73.27,18.31,-4.43,73.11,18.5,-4.5
2053,49,71,32,0,0,0,0,1,0.295,62.37,24.2,-6.12,62.07,23.9,-6.07
2054,61,78,44,4,0,0,0,1,0.238,55.53,23.04,-6.32,55.78,23,-6.36
2055,70,86,54,0,0,0,0,1,0.381,48.87,25.41,-6.41,48.53,25.77,-6.5
2056,77,93,64,0,0,0,0,1,0.308,40.56,28.28,-6.32,40.77,27.94,-5.96
2057,29,65,13,0,0,0,0,1,0.216,70.91,28.23,-8.26,70.83,27.83,-8.03
2058,46,69,21,0,0,0,0,1,0.24,64.95,24.6,-10.06,65.11,24.19,-10
2059,46,74,26,0,0,0,0,1,0.29,62.23,28.84,-8.53,61.9,28.76,-8.45
2060,34,81,8,0,0,0,0,1,0.109,61.02,44.17,-14.08,60.99,44.47,-14.06
2061,52,90,30,0,0,0,0,1,0.073,51.18,44.16,-10.68,51.24,44.04,-10.73
2062,48,94,16,0,0,0,0,1,0.328,50.06,52.41,-14.68,50.23,51.47,-14.53
2063,57,98,25,0,0,0,0,1,0.209,43.64,54.69,-13.94,43.59,55.04,-13.58
2064,21,60,0,0,0,0,0,0,2.504,77.32,29.86,-14.66,74.73,28.62,-11.59
2065,25,57,0,0,0,0,0,0,3.658,78.83,26.43,-17.34,75.3,24.27,-12.53
2066,35,71,0,0,0,0,0,0,4.759,71.03,35.22,-23.48,67.19,33.82,-16.04
2067,50,85,0,0,0,0,0,0,5.887,60.42,45.62,-30.38,55.08,42.64,-22.44
2068,64,92,0,0,0,0,0,0,6.519,52.67,51.76,-34.54,46.98,45.41,-26.45
2069,69,98,0,0,0,0,0,0,5.98,46.41,55.62,-36.63,41.09,51.33,-27.57
2070,74,100,0,0,0,0,0,0,2.944,38.13,57.48,-37.96,37.14,51.37,-30.2
2071,39,45,0,0,0,0,0,0,1.987,78.76,13.19,-18.75,76.74,12.06,-16.33
2072,52,64,0,0,0,0,0,0,3.926,70.1,20.74,-25.86,65.81,20.43,-22.1
2073,55,62,0,0,0,0,0,0,3.037,69.01,18.3,-27.52,66.05,17.2,-23.24
2074,71,81,0,0,0,0,0,0,3.934,54.6,29.79,-37.35,51.41,28.13,-31.33
2075,78,82,0,0,0,0,0,0,4.484,52.08,26.89,-40.43,47.97,24.83,-35.14
2076,78,88,0,0,0,0,0,0,4.276,48.45,32.53,-41.57,44.74,30.2,-35.12
2077,89,96,0,0,0,0,0,0,4.117,38.67,35.59,-46.39,34.19,32.69,-41.14
2078,48,54,17,0,0,0,0,1,0.257,70.85,12.49,-11.28,71.03,12.27,-11
2079,63,70,26,0,0,0,0,1,0.145,59.23,16.49,-15.26,59.09,16.6,-15.24
2080,66,74,10,0,0,0,0,1,0.362,56.43,22.83,-24.05,56.79,22.83,-23.78
2081,75,84,14,0,0,0,0,1,0.439,48.56,26.04,-27.23,48.47,26.76,-27.17
2082,81,90,18,0,0,0,0,1,0.249,42.51,27.91,-29.18,42.74,27.9,-28.9
2083,77,90,0,0,0,0,0,0,9.533,52.5,38.31,-46.43,43.93,33.67,-34.2
2084,85,100,0,0,0,0,0,0,8.221,40.38,48.24,-53.15,32.43,42.36,-38.51
2085,19,27,0,0,0,0,0,0,0.855,88.03,8.66,-9.52,87.17,8.08,-8.82
2086,62,64,0,0,0,0,0,0,2.111,64.6,17.59,-29.97,62.98,15.96,-26.05
2087,71,78,0,0,0,0,0,0,8.183,60.8,25.28,-40.66,53.2,25.09,-30.91
2088,83,89,0,0,0,0,0,0,8.696,49.82,32.61,-50.52,41.7,27.65,-37.98
2089,90,95,0,0,0,0,0,0,8.491,42.71,37.23,-56.28,34.08,29.76,-42.35
2090,92,100,0,0,0,0,0,0,8.437,37.58,40.48,-60,28.93,35.78,-44.07
2091,96,100,0,0,0,0,0,0,6.097,26.36,46.77,-65.92,26.98,32.11,-46.82
2092,45,45,0,0,0,0,0,0,0.592,75.68,9.77,-19.25,74.99,9.52,-18.68
2093,57,54,10,0,0,0,0,1,0.33,68.26,10.17,-18.46,68.42,9.86,-18.03
2094,70,68,16,0,0,0,0,1,0.246,58.52,12.59,-22.21,58.53,12.35,-22.29
2095,80,80,0,0,0,0,0,0,1.635,49.78,21.02,-38.31,48.22,20.47,-36.85
2096,87,89,0,0,0,0,0,0,1.306,41.18,24.63,-43.02,39.94,23.64,-40.86
2097,94,96,0,0,0,0,0,0,8.27,39.85,34.56,-59.61,31.04,28.54,-45.1
2098,98,100,0,0,0,0,0,0,5.956,29.39,41.11,-66.16,25.74,29.76,-48.56
2099,50,50,6,0,0,0,0,1,0.256,72.09,10.57,-18.04,71.81,10.69,-17.95
2100,61,61,0,0,0,0,0,0,1.456,65.46,14.26,-27.67,64.21,14.4,-25.49
2101,78,78,0,0,0,0,0,0,7.015,56.86,23.56,-45.29,50.39,19.78,-35.24
2102,87,87,0,0,0,0,0,0,2.934,44.35,22.1,-46.56,41.66,21.23,-40.94
2103,92,92,0,0,0,0,0,0,3.382,38.7,24.98,-49.55,35.18,22.71,-44.18
2104,97,97,0,0,0,0,0,0,2.62,31.34,27.95,-52.47,28.34,26.26,-47.88
2105,99,100,0,2,0,0,0,0,2.055,22.26,29.48,-49,24.84,28.16,-48.96
2106,48,35,13,0,0,0,0,1,0.34,77.23,0.75,-12.56,77.42,0.54,-12.38
2107,67,51,18,0,0,0,0,1,0.238,66.19,1.32,-18.31,66.46,1.31,-18.13
2108,78,66,25,0,0,0,0,1,0.424,56.23,3.6,-22.88,56.35,3.24,-22.71
2109,83,75,29,0,0,0,0,1,0.343,48.94,5.93,-25.58,48.64,5.74,-25.61
2110,88,81,34,0,0,0,0,1,0.407,44,6.42,-27,43.57,6.42,-27.24
2111,94,89,43,0,0,0,0,1,0.69,35.86,6.81,-29.15,35.88,7.55,-28.95
2112,100,100,0,49,0,0,0,0,0.523,19.74,22.21,-37.58,20.47,22.01,-37.54
2113,57,40,0,0,0,0,0,0,2.911,75.38,3.2,-26.94,73.44,2.1,-22.56
2114,72,59,0,0,0,0,0,0,1.094,62.33,5.95,-31.96,61.61,5.23,-30.75
2115,81,69,0,0,0,0,0,0,1.192,54.62,8.64,-37.32,53.65,8.03,-36.06
2116,86,76,0,0,0,0,0,0,0.956,47.95,11.61,-41.45,47.06,11.32,-40.34
2117,95,89,0,0,0,0,0,0,0.856,36.07,16.75,-47.32,36.13,15.7,-46.29
2118,100,95,25,7,0,0,0,1,0.377,26.76,15.27,-40.42,27.25,15.38,-40.49
2119,100,92,7,56,0,0,0,1,0.33,22.48,12.36,-34.25,22.84,12.58,-34.12
2120,41,22,0,0,0,0,0,0,0.995,84.67,-1.51,-16.39,83.65,-1.82,-15.43
2121,65,34,0,0,0,0,0,1,0.439,72.27,-4.29,-26.05,72.46,-4.66,-25.67
2122,63,39,0,0,0,0,0,0,3.626,74.11,0.62,-29.29,71.14,-1.02,-25.45
2123,78,57,0,0,0,0,0,0,5.979,64.01,3.87,-41.01,60.11,0.2,-33.87
2124,85,71,0,0,0,0,0,0,8.213,56.23,12.02,-48.15,50.16,6.56,-39.38
2125,92,85,0,0,0,0,0,0,6.94,46.53,17.19,-56.83,39.79,14.51,-44.63
2126,100,100,0,0,0,0,0,0,7.482,32.21,27.43,-67.27,24.49,27.41,-50.3
2127,43,19,7,0,0,0,0,1,0.471,83.63,-4.52,-13.43,83.85,-4.83,-13.03
2128,62,30,0,0,0,0,0,0,2.084,76.01,-4.22,-26.72,73.95,-5.07,-24.84
2129,85,58,0,0,0,0,0,0,6.388,60.43,-0.65,-45.61,55.04,-3.57,-39.14
2130,90,74,0,0,0,0,0,0,7.701,52.74,7.85,-52.31,46.11,5.21,-42.87
2131,98,85,0,0,0,0,0,0,6.089,42.02,12.11,-58.05,36.51,8.78,-48.98
2132,100,87,0,0,0,0,0,0,6.395,39.87,11.07,-64.82,34.6,7.78,-50.74
2133,98,80,0,0,0,0,0,1,0.468,38.49,2.6,-49.4,38.75,2.07,-49.21
2134,64,41,5,0,0,0,0,1,0.145,70.35,-0.89,-23.61,70.18,-0.86,-23.68
2135,77,56,6,0,0,0,0,1,0.189,60.31,0.36,-30.67,60.17,0.25,-31.15
2136,72,52,19,0,0,0,0,1,0.567,63.59,-1.17,-21.04,64.22,-0.96,-20.68
2137,80,65,24,0,0,0,0,1,0.082,55.59,0.19,-24.71,55.58,0.27,-24.72
2138,85,69,45,1,0,0,0,1,0.464,51.11,-2.97,-17.65,51.01,-2.73,-18.21
2139,90,75,33,0,0,0,0,1,0.183,45.64,-1.79,-28.21,45.73,-2.02,-28.25
2140,96,85,41,1,0,0,0,1,0.223,36.57,0.8,-30.72,36.44,0.69,-30.42
2141,65,18,0,0,0,0,0,0,1.145,77.52,-11.92,-26.67,77.54,-12.79,-24.98
2142,72,35,0,0,0,0,0,0,2.764,71.73,-7.21,-32.84,69.04,-8.03,-29.8
2143,90,56,0,0,0,0,0,0,2.336,56.12,-7.89,-44.28,54.31,-8.81,-41.34
2144,100,74,0,0,0,0,0,0,3.185,43.51,-3.79,-53.75,40.69,-5.07,-50.04
2145,100,84,0,0,0,0,0,0,2.249,33.87,3.14,-58.7,36.12,4.71,-50.59
2146,100,92,0,0,0,0,0,0,4.88,24.69,12.09,-57.41,30.73,14.3,-50.77
2147,100,96,6,1,0,0,0,0,6.997,19.07,15.88,-51.69,27.82,19.37,-48.2
2148,82,49,24,0,0,0,0,1,0.182,60.19,-10.83,-24.22,60.02,-11,-24.24
2149,88,58,29,0,0,0,0,1,0.239,54,-11.59,-26.75,53.8,-11.77,-26.63
2150,93,66,32,0,0,0,0,1,0.182,48.11,-11.78,-29.43,48.03,-12.01,-29.31
2151,95,70,20,0,0,0,0,1,0.669,44.73,-8.36,-37.6,45.2,-9.13,-37.35
2152,97,74,38,0,0,0,0,1,0.278,41.63,-12.12,-31.22,41.78,-11.61,-30.9
2153,100,77,39,23,0,0,0,1,0.39,35,-12.2,-31.01,35.48,-12.15,-31
2154,100,73,0,47,0,0,0,0,2.083,29.3,-4.08,-41.34,31.86,-2.98,-38.82
2155,58,28,17,0,0,0,0,1,0.331,75.51,-6.42,-13.71,75.64,-6.76,-13.92
2156,69,39,21,0,0,0,0,1,0.271,69.5,-6.62,-17.17,69.32,-6.56,-16.76
2157,77,50,25,0,0,0,0,1,0.354,62.23,-6.8,-20.7,62.46,-7.2,-20.87
2158,85,60,30,0,0,0,0,1,0.112,54.79,-7.74,-23.8,54.84,-7.86,-23.75
2159,89,67,34,0,0,0,0,1,0.45,49.97,-7.61,-25.78,49.79,-8.13,-25.54
2160,93,73,38,0,0,0,0,1,0.442,44.55,-7.2,-27.63,44.76,-6.47,-27.18
2161,98,83,47,0,0,0,0,1,0.286,36.86,-6.32,-29.42,37.16,-6.55,-29.76
2162,60,41,31,0,0,0,0,1,0.111,70.6,-2.45,-7.55,70.69,-2.5,-7.48
2163,70,45,32,1,0,0,0,1,0.318,65.69,-6.32,-12.25,65.69,-6.57,-12.65
2164,74,51,36,0,0,0,0,1,0.396,62.48,-6.06,-13.21,62.09,-5.89,-12.94
2165,82,61,44,2,0,0,0,1,0.355,54.89,-6.52,-15.46,55.06,-6.62,-15.99
2166,88,70,51,0,0,0,0,1,0.547,48.78,-6.55,-17.14,49.21,-6.79,-16.78
2167,90,73,52,1,0,0,0,1,0.427,46.33,-6.69,-17.84,46.71,-6.93,-17.78
2168,100,87,73,9,0,0,0,1,0.484,30.91,-10.73,-15.44,31.29,-10.38,-15.77
2169,70,27,11,0,0,0,0,1,0.286,72.13,-11.93,-22.68,72.04,-11.52,-22.3
2170,80,39,12,1,0,0,0,1,0.563,63.63,-13.33,-28.92,62.99,-13.04,-29.03
2171,85,38,0,0,0,0,0,0,2.91,64.8,-14.27,-41.7,62.36,-15.71,-37.86
2172,96,66,0,0,0,0,0,0,6.756,51.67,-4.8,-54.39,46.65,-8.43,-46.51
2173,96,57,0,0,0,0,0,0,5.236,54.19,-11.77,-52.71,49.97,-13.91,-46.29
2174,100,66,0,0,0,0,0,0,5.988,48.67,-9.27,-57.74,44.11,-12.54,-49.94
2175,100,69,0,0,0,0,0,0,4.44,43.26,-8.95,-61.98,42.83,-9.75,-49.97
2176,55,27,28,0,0,0,0,1,0.128,76.67,-7.13,-5.9,76.55,-7.12,-5.78
