Inkname                  ,C,M,Y,K,R,G,B,InGamut,DeltaE,Lin,ain,bin,Lout,aout,bout
100,0,1,83,0,0,0,0,0,0.451,96.14,-5.98,67.22,95.65,-6.28,66.18
101,3,1,89,0,0,0,0,0,1.349,95.65,-6.19,75.3,94.1,-7.72,73.99
102,0,2,100,0,0,0,0,0,0.944,94.95,-5.91,95.06,94.11,-5.53,90.95
103,0,20,100,24,0,0,0,0,0.411,79.83,1.8,77.33,80.4,1.66,77.01
104,15,27,100,37,0,0,0,0,1.478,69.25,-1.02,66.36,71.11,-0.77,65.1
105,65,60,100,16,0,0,0,1,0.374,56.44,-3.08,43.58,56.82,-3.28,43.48
106,0,2,90,0,0,0,0,0,0.353,95.01,-5.21,76.93,94.49,-5.51,77
107,0,5,94,0,0,0,0,1,0.285,93.63,-3.54,81.89,93.52,-3.95,82.75
108,0,12,100,0,0,0,0,0,0.476,91.43,-0.04,90.41,91.34,-0.78,89.19
109,0,16,100,0,0,0,0,0,0.823,90.54,1.72,89.29,90.91,0.35,88.04
110,0,38,100,1,0,0,0,0,0.504,83.27,11.53,81.11,83.94,11.72,80.36
111,19,42,100,34,0,0,0,0,2.157,65.28,5.74,62.74,67.86,6.15,61.04
112,0,28,100,66,0,0,0,0,0.603,59.96,1.86,54.89,60.63,1.93,54.43
113,0,7,89,0,0,0,0,0,0.352,94.01,-2.82,72.85,93.45,-2.97,73.06
114,0,11,91,0,0,0,0,1,0.299,92.71,-1.35,76.73,92.29,-1.52,76.25
115,0,18,95,0,0,0,0,1,0.376,91.18,1.07,80.73,90.95,0.48,81.15
116,0,28,100,0,0,0,0,0,0.472,87.64,6.88,85.81,87.2,6.47,84.18
117,0,44,100,24,0,0,0,0,0.428,73.62,13.06,70.14,74.16,13.1,69.59
118,16,48,100,33,0,0,0,0,2.166,64.9,9.53,62.31,67.47,10.04,60.83
119,41,47,100,56,0,0,0,1,0.251,53.54,1.28,42.42,53.78,1.36,42.23
120,0,18,81,0,0,0,0,1,0.501,91.96,1.6,59.61,91.32,1.16,59.11
121,2,25,88,0,0,0,0,0,0.977,89.51,4.71,66.89,87.99,4.77,66.23
122,0,29,92,0,0,0,0,1,0.14,87.48,7.5,73.21,87.29,7.37,73.19
123,0,39,97,0,0,0,0,1,0.233,84.66,12.56,76.84,84.37,12.32,76.79
124,0,50,100,0,0,0,0,0,0.805,79.68,18.67,77.87,80.56,18.95,76.15
125,0,50,100,40,0,0,0,0,1.03,65.12,14.91,61.06,66.33,15.19,60.46
126,0,42,100,66,0,0,0,0,1.678,55.91,9.1,52.79,57.55,8.08,51.2
127,0,9,81,1,0,0,0,0,0.786,93.93,-1.69,59.97,92.73,-1.71,58.94
128,0,19,90,0,0,0,0,0,0.621,91.19,1.62,73.04,91.14,0.59,73.15
129,0,24,90,0,0,0,0,1,0.326,89.63,4.34,71.88,89.14,4.4,71.45
130,0,55,100,0,0,0,0,0,0.664,78.16,24.13,76.73,78.42,23.3,73.94
131,7,64,100,12,0,0,0,0,1.275,69.1,25.34,66.47,70.71,24.87,65.65
132,0,52,100,56,0,0,0,0,2,57.42,14.39,54.96,59.43,14.29,52.27
133,23,51,100,81,0,0,0,1,0.255,41.07,4.73,33.75,41.31,4.72,33.44
134,0,30,82,0,0,0,0,1,0.409,88.18,7.98,58.71,87.54,7.93,58.65
135,1,39,87,0,0,0,0,0,0.569,85.19,12.65,61.96,84.5,12.17,60.91
136,0,45,92,0,0,0,0,1,0.302,82.56,16.89,68.27,82.31,16.58,68.64
137,0,61,100,0,0,0,0,0,1.026,75.51,29,76.08,76.32,27.6,72.48
138,0,76,100,0,0,0,0,0,1.107,68.69,42.69,67.99,69.54,41.7,64.76
139,0,66,100,49,0,0,0,0,2.231,55.26,23.79,52.6,57.6,23.55,50.99
140,17,59,100,82,0,0,0,1,0.262,38.71,9.53,31.71,38.97,9.53,31.43
141,0,31,85,0,0,0,0,0,0.456,87.26,9.16,62.9,87.14,8.45,62.86
142,0,41,90,0,0,0,0,1,0.143,83.77,13.84,67.16,83.92,13.67,66.91
143,0,48,96,0,0,0,0,1,0.275,81.57,18.06,71.58,81.2,18.26,71.66
144,0,72,100,0,0,0,0,0,1.158,70.67,38.88,69.99,71.66,37.22,66.47
145,5,69,100,10,0,0,0,0,1.482,67.13,30.24,65.48,68.97,30.07,64.41
146,0,67,100,56,0,0,0,0,1.202,53.83,23.24,49.56,55.01,22.54,48.32
147,74,80,100,26,0,0,0,1,0.51,43.04,7.09,28.19,43.44,7.48,28.09
148,0,37,67,0,0,0,0,1,0.292,86.32,12.99,40.83,85.98,13.27,40.85
149,0,45,73,0,0,0,0,1,0.28,83.52,16.85,44.65,83.5,16.89,43.97
150,0,56,80,0,0,0,0,1,0.264,79.18,24.18,49.86,79.24,23.78,49.92
151,0,76,100,0,0,0,0,0,0.955,68.64,42.87,67.41,69.33,42.15,64.65
152,0,79,100,0,0,0,0,0,1.043,66.47,47.61,65.42,67.43,45.47,63.54
153,2,78,100,33,0,0,0,0,1.371,57.12,35.93,54.9,58.5,36.32,53.94
154,0,70,100,68,0,0,0,1,0.292,48.3,22.44,41.98,48.42,21.92,41.57
155,0,25,54,1,0,0,0,0,0.751,90.6,7.93,30.08,89.65,8.09,29.21
156,0,43,68,0,0,0,0,1,0.18,84.08,16.88,40.21,83.85,16.97,40.1
157,0,61,83,0,0,0,0,1,0.066,77.01,27.99,51.17,77.07,28.03,51.09
158,0,82,100,1,0,0,0,1,0.259,66.1,48.34,59.95,65.97,48.31,60.51
159,0,85,100,24,0,0,0,0,0.812,56.99,47.75,55.49,57.64,47.72,54.14
160,0,75,100,60,0,0,0,0,0.469,49.43,29.01,43.66,49.87,28.93,43.23
161,52,80,100,74,0,0,0,1,0.345,33.76,14.33,23.19,34.16,14.26,22.96
162,0,49,54,0,0,0,0,1,0.246,82.86,21.03,27.34,82.79,20.95,26.86
163,0,69,77,0,0,0,0,1,0.059,73.82,34.92,42.05,73.78,35.05,42.14
164,1,83,91,0,0,0,0,1,0.086,65.53,50.09,51.44,65.43,50.15,51.46
165,0,87,100,5,0,0,0,0,1.561,62.68,55.59,61.21,61.88,53.27,56.42
166,0,91,100,0,0,0,0,0,1.375,60.16,60.69,59.91,61.04,59.9,56.63
167,2,86,100,35,0,0,0,1,0.387,53.03,44.64,49.5,53.4,44.8,49.3
168,32,87,100,78,0,0,0,1,0.293,32.99,23.22,24.31,33.32,23.19,24.09
169,0,57,41,0,0,0,0,1,0.089,79.67,28.38,16.97,79.8,28.32,16.94
170,1,81,74,0,0,0,0,1,0.161,67.29,48.27,34.09,67.21,48.27,33.8
171,0,92,100,0,0,0,0,1,0.219,60.14,60.6,57.1,60.27,60.46,56.58
172,0,92,100,0,0,0,0,0,1.571,58.96,62.94,60.32,60.34,61.39,57.02
173,3,94,100,10,0,0,0,1,0.326,55.48,59.62,53.31,55.73,59.82,52.95
174,19,92,100,56,0,0,0,1,0.329,40.97,40.4,33.61,41.25,40.62,33.35
175,78,100,100,26,0,0,0,1,0.382,31.37,28.05,17.24,31.8,28.27,17.1
176,0,54,26,0,0,0,0,1,0.124,80.88,27.53,8.6,80.83,27.74,8.53
177,1,79,56,0,0,0,0,1,0.135,68.77,46.9,21.77,68.83,46.68,21.51
178,2,91,79,0,0,0,0,1,0.22,60.84,60.45,34.99,61.04,60.33,35.22
179,2,98,91,0,0,0,0,1,0.173,56.14,69.06,45.39,56.21,68.67,45.47
180,31,94,90,1,0,0,0,1,0.223,52.02,53.34,35.73,52.17,53.35,36.08
181,75,99,99,5,0,0,0,1,0.426,36.03,34.11,19.27,36.15,34.48,18.77
182,0,47,10,0,0,0,0,1,0.025,84.36,23.98,0.49,84.34,23.96,0.51
183,1,67,22,0,0,0,0,1,0.165,75.54,37.86,4.19,75.43,38,3.96
184,2,92,56,0,0,0,0,1,0.161,60.58,63.18,19.55,60.42,63.42,19.71
185,0,100,96,0,0,0,0,0,2.657,52.73,75.42,51.49,55.41,72.59,50.27
186,10,100,89,9,0,0,0,0,2.895,48.28,68.32,39.42,51.15,66.97,39.28
187,0,100,85,56,0,0,0,0,1.865,39.24,55.01,27.04,41.1,53.37,27.87
188,3,100,67,81,0,0,0,1,0.251,30.5,37.73,12.83,30.82,37.66,12.86
189,1,64,14,0,0,0,0,1,0.085,76.86,36.53,0.68,76.93,36.37,0.61
190,2,81,29,0,0,0,0,1,0.149,67.9,51.65,6.41,67.87,51.32,6.17
191,4,94,55,0,0,0,0,1,0.441,58.8,66.31,18.4,58.33,66.09,18.11
192,0,100,78,1,0,0,0,0,1.531,53.97,74.87,34.08,55.5,72.96,33.72
193,0,100,71,27,0,0,0,0,1.925,47.34,67.51,26.6,49.2,65.72,25.49
194,34,100,67,41,0,0,0,1,0.348,39.45,51.37,11.96,39.85,51.2,11.89
195,80,100,86,0,0,0,0,1,0.391,33.48,34.49,5.88,33.94,34.49,5.69
196,0,35,10,0,0,0,0,1,0.048,88.79,16.59,1.82,88.73,16.57,1.86
197,1,64,22,0,0,0,0,1,0.144,77.36,34.77,4.57,77.36,34.61,4.77
198,2,95,63,0,0,0,0,1,0.088,58.07,67.3,23.51,58.06,67.21,23.31
199,1,100,85,0,0,0,0,0,2.549,52.14,74.4,40.53,54.74,73.02,40.25
200,0,100,82,30,0,0,0,0,1.891,46.38,65.95,32.74,48.19,63.69,32.53
201,2,100,76,59,0,0,0,0,1.187,38.52,52.99,21.62,39.86,52.21,21.42
202,23,100,78,68,0,0,0,1,0.273,34.22,42.56,15.57,34.54,42.42,15.64
203,0,47,1,0,0,0,0,1,0.201,84.78,24.45,-3.79,84.62,24.76,-3.93
204,2,73,9,0,0,0,0,1,0.251,72.03,45.79,-3.98,72.21,45.49,-3.6
205,3,95,30,0,0,0,0,1,0.175,58.48,68.88,6.84,58.35,68.6,6.56
206,4,100,78,0,0,0,0,0,2.238,52.36,74.75,32.42,54.55,72.33,32.54
207,0,100,68,49,0,0,0,0,1.328,41.57,58.34,19.64,43.01,57.59,19.35
208,1,100,35,74,0,0,0,1,0.255,33.37,45.8,4.69,33.68,45.71,4.81
209,62,100,63,62,0,0,0,0,0.279,30.26,35.46,0.54,30.57,35.24,0.35
210,1,61,3,0,0,0,0,1,0.191,78.1,35.67,-4.5,78.29,35.32,-4.49
211,2,77,7,0,0,0,0,1,0.111,70.09,49.73,-4.72,70.03,49.54,-4.88
212,3,89,10,0,0,0,0,1,0.264,63.02,62.23,-2.71,62.77,62.42,-3.06
213,2,100,17,0,0,0,0,1,0.519,54.66,77.9,3.25,55.2,77.6,3.04
214,0,100,25,18,0,0,0,0,1.407,49.91,73,6.58,51.3,72.35,6.36
215,1,100,24,50,0,0,0,0,0.53,42.41,60.91,3.07,42.98,60.53,3.04
216,56,100,56,49,0,0,0,1,0.255,33.51,41.43,-0.07,33.8,41.26,-0.22
217,6,46,1,0,0,0,0,1,0.228,83.91,21.69,-5.43,83.82,21.5,-5.72
218,10,81,8,0,0,0,0,1,0.335,66.17,51.05,-7.06,66.57,50.84,-7.2
219,16,100,14,0,0,0,0,0,0.355,52.78,73.98,-2.05,53.14,73.77,-2.05
220,0,100,25,49,0,0,0,0,2.187,40.79,61.93,3.8,43.18,60.82,3.59
221,0,100,24,66,0,0,0,0,1.103,36.68,54.46,2.84,37.96,53.77,2.64
222,35,100,14,79,0,0,0,1,0.293,27.26,37.85,-5.34,27.65,37.75,-5.36
223,10,71,3,0,0,0,0,1,0.365,71.79,41.63,-7.5,71.48,42.43,-7.51
224,13,82,7,0,0,0,0,1,0.416,65.11,51.95,-7.99,65.61,51.68,-8.03
225,27,98,13,0,0,0,0,1,0.244,51.82,67.94,-6.37,52.03,67.42,-6.37
226,1,100,14,5,0,0,0,0,2.444,51.69,77.6,1.46,54.17,76.11,1.4
227,14,100,0,37,0,0,0,0,1.63,43.01,65.57,-6.93,44.68,63.65,-6.62
228,19,100,0,62,0,0,0,0,1.781,34.83,54.02,-7.83,36.94,52.93,-7.79
229,50,100,28,73,0,0,0,1,0.302,28.11,37.17,-6.18,28.48,37.05,-6.35
230,6,60,3,0,0,0,0,1,0.255,78.53,32.42,-5.76,78.27,32.07,-5.92
231,10,81,7,0,0,0,0,1,0.173,65.9,52.12,-7.53,66.08,51.84,-7.51
232,19,93,10,1,0,0,0,1,0.471,56.76,63.48,-6.56,57.06,62.2,-6.9
233,21,100,0,12,0,0,0,0,1.859,47.23,71.03,-7.76,49.08,70,-8.1
234,31,100,0,30,0,0,0,0,1.712,41.59,62.61,-11.06,43.43,61.36,-11.13
235,28,100,0,68,0,0,0,0,1.466,32,49.63,-8.99,33.72,48.05,-9.08
236,9,58,3,0,0,0,0,1,0.079,78.48,30.02,-6.41,78.58,29.98,-6.34
237,11,74,4,2,0,0,0,1,0.184,69.19,44.01,-7.8,69.16,44.54,-7.77
238,29,84,9,0,0,0,0,1,0.146,60.72,48.98,-11.75,60.6,49.09,-11.96
239,39,91,10,0,0,0,0,1,0.197,54.3,52.52,-13.56,54.5,52.43,-13.57
240,51,97,12,0,0,0,0,1,0.166,47.15,56.08,-16.64,47.18,55.67,-16.84
241,50,100,1,10,0,0,0,1,0.441,42.82,60.2,-17.8,43.3,60.24,-17.91
242,60,100,25,41,0,0,0,1,0.336,34.22,46.35,-13.21,34.62,46.1,-13.19
243,12,49,1,0,0,0,0,1,0.102,81.53,22.68,-7.21,81.64,22.62,-7.1
244,28,71,5,0,0,0,0,1,0.162,68.46,35.56,-11.93,68.53,35.29,-12.09
245,41,79,7,0,0,0,0,1,0.249,60.76,39.85,-16.45,60.57,40.13,-16.82
246,65,100,14,0,0,0,0,1,0.112,40.82,54.25,-21.43,40.78,54.51,-21.32
247,65,100,12,0,0,0,0,1,0.089,41.13,54.86,-21.56,41.04,54.94,-21.5
248,63,100,0,15,0,0,0,0,0.414,38.5,54.78,-23.35,38.92,54.19,-22.96
249,76,100,26,12,0,0,0,1,0.369,34.61,44.44,-22.16,35.03,44.48,-21.9
250,15,47,1,0,0,0,0,1,0.49,82.07,20.15,-7.91,81.86,19.75,-8.48
251,32,68,5,0,0,0,0,1,0.145,68.91,31.26,-13.5,69.05,31.48,-13.49
252,57,87,9,0,0,0,0,1,0.228,52.27,41.2,-21.71,52.08,41.31,-21.49
253,72,100,9,7,0,0,0,1,0.3,37.87,49.58,-26.07,38.1,49.15,-26.33
254,73,100,0,15,0,0,0,0,0.861,34.54,49.61,-28.57,35.54,48.74,-28.26
255,72,100,0,37,0,0,0,0,0.506,31.75,45.34,-25.39,32.33,45.06,-24.87
256,21,37,1,0,0,0,0,1,0.1,84,12.46,-9.04,83.86,12.45,-9.1
257,38,56,3,0,0,0,0,1,0.13,72.74,18.84,-15.22,72.83,18.65,-15.19
258,78,90,9,0,0,0,0,1,0.213,43.99,31.41,-31.37,43.82,31.75,-31.58
259,81,100,0,18,0,0,0,0,1.325,30.19,43.96,-33.43,31.83,43.06,-32.8
260,85,100,28,18,0,0,0,1,0.399,29.76,36.34,-25.96,29.99,35.65,-26.16
261,84,100,36,35,0,0,0,1,0.302,28.08,31.5,-21.64,28.39,31.2,-21.79
262,82,100,42,51,0,0,0,1,0.227,25.89,26.6,-16.54,26.17,26.58,-16.71
263,26,33,0,0,0,0,0,1,0.118,83.94,9.42,-10.71,84.03,9.31,-10.63
264,51,56,1,1,0,0,0,1,0.557,68.97,14.04,-20.5,69.13,13.44,-20.62
265,86,87,6,0,0,0,0,1,0.253,41.68,21.94,-37.84,41.71,21.65,-38
266,95,98,14,0,0,0,0,1,0.103,28.7,28.32,-42.23,28.59,28.34,-42.11
267,89,100,0,9,0,0,0,0,1.612,27.45,38.57,-40.33,29.48,37.42,-39.8
268,92,100,10,0,0,0,0,1,0.235,28.87,34.5,-41.03,29.04,34.77,-40.91
269,93,100,32,0,0,0,0,1,0.352,28.24,28.65,-33.19,28.63,28.3,-33.12
270,49,40,0,0,0,0,0,1,0.358,75.55,5.17,-19.3,75.76,5.4,-19.04
271,70,60,3,0,0,0,0,1,0.673,62.12,7.82,-28.56,61.71,8.42,-28.31
272,84,77,5,0,0,0,0,1,0.141,47.76,13.49,-36.52,47.7,13.62,-36.86
273,99,100,0,37,0,0,0,0,1.606,19.49,25.5,-41.28,21.66,24.67,-41.15
274,100,100,0,59,0,0,0,0,0.83,18.55,19.86,-35.76,19.3,20.28,-34.68
275,100,98,3,74,0,0,0,0,1.33,16.23,14.19,-26.56,17.86,15.02,-26.33
276,100,86,0,87,0,0,0,0,0.856,16.66,6.61,-17.94,17.7,6.51,-17.04
277,54,18,0,0,0,0,0,1,0.211,80.79,-7.68,-20.3,80.97,-7.83,-20.13
278,66,27,0,0,0,0,0,0,0.762,73.32,-8.38,-27.04,72.45,-7.77,-27.14
279,87,52,0,0,0,0,0,0,0.888,56.65,-9.05,-39.48,57.46,-9.59,-38.95
280,100,94,1,21,0,0,0,0,1.385,24.64,17.54,-46.62,26.25,18.17,-45.11
281,100,85,0,49,0,0,0,0,2.111,24.16,6.9,-39.31,26.29,8.78,-37.93
282,100,77,0,81,0,0,0,0,2.004,19.22,0.72,-25.16,21.77,1.87,-23.84
283,67,22,0,0,0,0,0,1,0.233,75.4,-10.97,-26.43,75.11,-10.99,-26.26
284,77,36,0,0,0,0,0,1,0.34,66.93,-10.47,-32.72,66.96,-10.95,-32.46
285,98,72,2,0,0,0,0,1,0.218,42.69,-5.7,-47.78,42.55,-5.46,-47.91
286,100,92,0,15,0,0,0,0,1.682,26.63,15.26,-48.74,28.18,16.63,-46.96
287,100,92,1,5,0,0,0,0,1.755,28.29,13.28,-49.25,30.31,14.31,-48.86
288,100,85,0,24,0,0,0,0,1.864,28.89,7.67,-46.86,31.17,7.51,-44.63
289,100,65,0,84,0,0,0,0,2.573,19.4,-4.72,-22.67,22.96,-3.97,-21.57
290,41,2,0,0,0,0,0,0,0.372,88.41,-9.69,-14.95,87.91,-9.66,-14.63
291,61,10,0,0,0,0,0,0,0.587,80.46,-13.98,-24.06,79.88,-14.04,-23.24
292,77,28,0,0,0,0,0,0,0.461,68.86,-14.46,-33.47,68.42,-14.65,-32.93
293,100,87,1,5,0,0,0,0,2.228,30.77,7.42,-50.36,33.54,8.02,-48.69
294,100,83,4,34,0,0,0,0,2.109,28.3,3.13,-42.88,31,3.88,-41.45
295,100,74,2,71,0,0,0,0,2.058,23.58,-3.08,-31.29,26.31,-2.06,-29.75
296,100,20,0,96,0,0,0,0,2.313,12.96,-7.2,-11.18,15.86,-7.02,-9.21
297,74,2,0,0,0,0,0,0,0.584,77.25,-22.45,-30.1,76.62,-22.58,-29.33
298,84,10,0,0,0,0,0,0,0.574,69.64,-26.4,-37.88,68.98,-26.45,-37.25
299,92,23,0,0,0,0,0,0,0.518,62.09,-27.52,-44.03,61.69,-27.33,-42.92
300,100,71,0,0,0,0,0,0,1.903,39.85,-9.22,-51.29,41.9,-7.74,-49.98
301,100,68,0,34,0,0,0,0,1.95,35,-9.65,-43.76,37.29,-8.64,-42.7
302,100,49,0,84,0,0,0,0,2.215,23.2,-12.59,-24,26.04,-11.72,-22.51
303,100,11,0,93,0,0,0,0,2.363,17.09,-11.26,-15.66,19.46,-11.55,-12.96
304,56,0,8,0,0,0,0,1,0.181,84.06,-16.79,-16.23,83.93,-16.63,-16.4
305,73,1,3,0,0,0,0,1,0.12,76.72,-23.68,-27.75,76.71,-23.43,-27.58
306,89,1,3,0,0,0,0,1,0.262,68.75,-32.74,-38.43,68.46,-33,-38.33
307,100,35,0,21,0,0,0,0,0.762,47.93,-27.41,-45.05,48.67,-26.83,-44.76
308,100,1,0,74,0,0,0,0,1.05,36.14,-27.94,-29.49,37.2,-27.45,-28.16
309,100,0,4,90,0,0,0,0,1.354,22.22,-18.91,-16.14,23.61,-17.35,-15.66
310,69,1,11,0,0,0,0,1,0.34,78.65,-22.47,-20.46,78.93,-22.37,-19.92
311,81,3,17,0,0,0,0,1,0.157,71.94,-30.35,-25.73,71.87,-30.01,-25.51
312,96,3,21,0,0,0,0,1,0.335,61.62,-42.88,-35.31,61.66,-42.3,-35.75
313,100,0,14,6,0,0,0,0,1.707,56.94,-45.91,-41.88,58.66,-43.78,-41.36
314,100,0,16,30,0,0,0,0,1.04,51.29,-41.99,-36.19,52.27,-40.84,-35.7
315,100,0,21,59,0,0,0,0,1.197,42.74,-37.14,-27.95,43.93,-36.11,-26.97
316,100,21,37,81,0,0,0,1,0.182,30.29,-24.89,-15.45,30.5,-24.76,-15.4
317,49,0,17,0,0,0,0,1,0.17,86.01,-15.39,-7.32,86.1,-15.35,-7.1
318,65,1,24,0,0,0,0,1,0.083,79.7,-22.02,-10.91,79.64,-22.07,-11.02
319,80,2,38,0,0,0,0,0,0.483,71.07,-33.95,-13.27,71.03,-33.58,-12.43
320,100,0,50,2,0,0,0,0,1.782,55.72,-57.11,-23.58,57.5,-54.83,-22.4
321,100,0,52,5,0,0,0,0,1.484,55.15,-56.66,-21.69,56.62,-54.84,-20.89
322,100,0,50,49,0,0,0,0,0.559,45.04,-45.81,-18.42,45.37,-44.99,-17.49
323,100,0,50,71,0,0,0,0,0.478,37.45,-37.94,-13.95,37.49,-37.22,-13.12
324,59,0,28,0,0,0,0,1,0.153,82.06,-20.41,-4.98,82.11,-20.31,-4.77
325,74,1,35,0,0,0,0,1,0.146,74.44,-29.52,-9.21,74.44,-29.55,-9.43
326,92,1,57,0,0,0,0,1,0.065,63.72,-46.49,-8.78,63.72,-46.51,-8.89
327,100,0,71,10,0,0,0,0,1.617,52.94,-62.64,-7.99,54.22,-60.96,-6.08
328,100,0,65,43,0,0,0,0,1.395,45.46,-52.36,-8.97,46.78,-50.83,-8.19
329,100,0,66,66,0,0,0,0,0.833,38.86,-45.14,-6.9,39.69,-43.94,-6.81
330,100,68,79,46,0,0,0,1,0.475,32.62,-25.74,-4.8,33.19,-25.95,-4.72
331,54,1,32,0,0,0,0,1,0.407,82.97,-19.29,-0.24,83.4,-19.01,0.07
332,65,1,42,0,0,0,0,1,0.065,78.1,-25.05,0.43,78.15,-24.97,0.38
333,81,3,56,0,0,0,0,1,0.317,69.86,-37.08,-1.27,69.59,-36.45,-1.23
334,100,0,78,1,0,0,0,0,2.855,53.39,-67.44,-2.52,56.17,-65.47,-0.59
335,100,0,74,43,0,0,0,0,0.638,45.66,-53.96,-1.47,46.31,-53.57,-1.36
336,100,38,80,48,0,0,0,1,0.268,39.16,-41.55,0.27,39.44,-41.36,0.38
337,64,1,48,0,0,0,0,1,0.132,78.6,-24.72,4.26,78.45,-24.83,4.35
338,75,2,57,0,0,0,0,0,0.04,73.34,-32.14,4.86,73.31,-32.06,4.87
339,91,5,77,0,0,0,0,1,0.033,62.3,-50.62,8.01,62.27,-50.57,7.97
340,100,9,89,0,0,0,0,1,0.111,54.03,-67.54,13.34,54.1,-67.2,13.35
341,100,50,89,0,0,0,0,1,0.364,45.59,-49.84,6.88,45.35,-50.15,6.42
342,100,59,91,18,0,0,0,1,0.417,39.69,-42.21,8.52,40.16,-42.07,8.49
343,100,75,90,30,0,0,0,1,0.577,32.92,-26.62,2.98,33.39,-27.33,3.46
344,57,0,52,0,0,0,0,1,0.329,81.16,-22.66,11.13,81.33,-22.34,10.63
345,65,1,58,0,0,0,0,1,0.177,78.21,-26.89,12.68,78.27,-26.67,12.86
346,72,3,69,0,0,0,0,1,0.226,74.17,-32.54,17.55,74.18,-32.56,17.98
347,98,9,97,0,0,0,0,0,0.598,55.28,-66.74,26.46,54.68,-66.02,26.16
348,98,34,97,0,0,0,0,1,0.415,50.39,-56.8,22.32,50.23,-57.63,21.81
349,97,64,97,0,0,0,0,1,0.567,42.56,-39,16.06,43.15,-39.34,15.87
350,98,85,98,0,0,0,0,1,0.726,33.52,-18.64,8.04,33.43,-19.81,8.07
351,59,1,54,0,0,0,0,1,0.193,80.35,-23.48,11.53,80.51,-23.18,11.37
352,66,1,63,0,0,0,0,1,0.134,77.43,-28.15,16.97,77.48,-28.02,17.14
353,71,3,69,0,0,0,0,1,0.12,74.77,-31.86,18.83,74.76,-31.91,19.07
354,94,4,100,1,0,0,0,1,0.266,57.32,-62.44,34.63,57.06,-61.99,34.46
355,98,0,99,2,0,0,0,1,0.16,54.59,-70.74,29.64,54.5,-71.12,29.48
356,97,38,100,7,0,0,0,1,0.258,47.77,-53.67,24.62,47.96,-53.89,24.29
357,98,76,100,18,0,0,0,1,0.316,34.99,-28.13,12.94,35.07,-28.29,12.46
358,52,1,67,0,0,0,0,1,0.177,81.78,-22.15,26.9,81.74,-22.07,27.21
359,60,2,73,0,0,0,0,1,0.152,79.53,-25.65,28.84,79.46,-25.32,28.69
360,77,5,96,0,0,0,0,1,0.105,68.99,-39.15,47.25,68.98,-39.45,47.34
361,85,4,99,0,0,0,0,1,0.067,64.15,-48.96,43.06,64.18,-48.95,43.23
362,85,18,100,0,0,0,0,1,0.182,62.69,-44.8,42.54,62.59,-45.25,42.54
363,86,34,100,7,0,0,0,1,0.314,56.72,-38.19,37.47,56.57,-38.27,36.82
364,85,51,100,21,0,0,0,1,0.289,49.44,-26.81,32.08,49.67,-26.93,31.77
365,44,1,70,0,0,0,0,1,0.195,84.69,-18.94,34.28,84.54,-19.02,34.7
366,49,2,77,0,0,0,0,1,0.193,82.6,-21.33,37.62,82.82,-21.1,37.65
367,59,4,88,0,0,0,0,1,0.15,78.35,-26.56,48.44,78.46,-26.37,48.58
368,72,1,100,4,0,0,0,1,0.297,70.63,-36.98,55.49,71.02,-36.86,55.38
369,77,4,100,0,0,0,0,1,0.394,68.69,-40.53,51.78,69.14,-40.07,51.73
370,64,0,100,53,0,0,0,0,1.251,57.16,-25.9,46.02,58.45,-25.29,44.7
371,62,42,100,71,0,0,0,1,0.378,43.08,-9.84,30.64,43.47,-9.93,30.51
372,31,1,69,0,0,0,0,1,0.136,88.59,-14.51,39.02,88.41,-14.61,38.94
373,38,1,78,0,0,0,0,1,0.124,86.41,-17.41,43.7,86.45,-17.29,43.91
374,44,2,82,0,0,0,0,1,0.17,84,-19.75,46.79,83.86,-19.47,46.5
375,60,4,99,0,0,0,0,1,0.128,76.93,-27.88,62.66,76.96,-27.99,63.13
376,64,3,100,0,0,0,0,1,0.111,75.66,-30.71,61.88,75.61,-30.74,61.56
377,62,0,100,37,0,0,0,0,0.284,64.81,-27.54,53.13,65.08,-27.21,52.62
378,50,16,100,81,0,0,0,1,0.215,42.59,-10.9,33.12,42.77,-10.98,32.89
379,15,1,82,1,0,0,0,1,0.314,91.46,-10.59,58.49,91.88,-10.3,58.5
380,27,2,92,0,0,0,0,1,0.129,88.11,-14.15,70.22,88.11,-14.4,70.51
381,25,0,100,4,0,0,0,1,0.18,87.15,-14.94,80.92,87.36,-15.08,80.58
382,34,0,100,2,0,0,0,0,0.305,84.98,-17.68,78.18,85.43,-17.53,78.04
383,30,1,100,34,0,0,0,0,0.759,74.41,-14.46,69.33,75.43,-14.38,68.83
384,7,0,100,66,0,0,0,0,1.504,62.9,-9.09,59.94,64.33,-7.76,57.65
385,46,39,100,68,0,0,0,1,0.145,49.57,-5.2,38.99,49.67,-5.27,38.75
386,7,1,80,0,0,0,0,1,0.157,93.84,-8.35,58.81,93.77,-8.2,58.29
387,14,0,96,1,0,0,0,1,0.347,90.84,-11.1,80.28,91.18,-10.62,80.45
388,20,2,99,0,0,0,0,1,0.096,89.61,-12.39,81.72,89.47,-12.29,81.66
389,12,0,100,3,0,0,0,0,0.657,90.08,-11.31,87.69,90.99,-10.73,86.51
390,31,0,100,6,0,0,0,0,0.568,84.23,-16.92,78.52,85.07,-16.64,78.06
391,0,0,100,62,0,0,0,0,1.558,66.02,-7.69,63.25,67.59,-6.49,60.55
392,0,5,100,75,0,0,0,0,1.92,54.46,-4.8,52.13,56.42,-4.38,50.47
